,year,pct,arstmade,arstoffn,offense,age,sex,race,frisked,searched,datestop,timestop,Arrest,Frisk,Search,Male,Female,Asian,Black,Native,Hispanic,White,OthrRace
3384,2015,105,Y,PL 170.25,contraband,17,M,B,Y,Y,9182015,1130,1,1,1,1,0,0,1,0,0,0,0
3385,2015,105,Y,PL 170.25,contraband,31,M,B,Y,Y,9182015,1130,1,1,1,1,0,0,1,0,0,0,0
3386,2015,105,Y,PL 170.25,contraband,25,M,B,Y,N,9182015,1130,1,1,0,1,0,0,1,0,0,0,0
3387,2015,105,Y,PL 170.25,contraband,13,M,Q,Y,Y,9182015,1130,1,1,1,1,0,0,0,0,1,0,0
3443,2015,106,Y,PL 170.25,contraband,32,M,Q,Y,Y,3242015,2000,1,1,1,1,0,0,0,0,1,0,0
3308,2015,105,Y,PL 170.30,contraband,28,M,B,Y,N,1132015,300,1,1,0,1,0,0,1,0,0,0,0
3326,2015,105,Y,PL 170.30,contraband,20,M,B,Y,Y,3042015,240,1,1,1,1,0,0,1,0,0,0,0
3396,2015,105,Y,PL 170.40,contraband,22,M,B,Y,Y,11072015,2150,1,1,1,1,0,0,1,0,0,0,0
2874,2015,76,Y,PL 195.05,other,49,M,B,Y,Y,4032015,2241,1,1,1,1,0,0,1,0,0,0,0
3354,2015,105,Y,PL 195.05,other,20,F,B,N,N,4292015,230,1,0,0,0,1,0,1,0,0,0,0
3507,2015,106,Y,PL 195.05,other,21,M,Q,Y,Y,9042015,1430,1,1,1,1,0,0,0,0,1,0,0
3029,2015,83,Y,PL 195.05 -  OGA,other,29,M,B,N,N,3032015,2308,1,0,0,1,0,0,1,0,0,0,0
3240,2015,102,Y,PL 215.40,other,23,M,A,Y,N,5052015,2008,1,1,0,1,0,1,0,0,0,0,0
3375,2015,105,Y,PL 215.51,other,29,M,B,Y,Y,8082015,1610,1,1,1,1,0,0,1,0,0,0,0
3211,2015,102,Y,PL 215.55,other,27,M,Q,Y,Y,1142015,1335,1,1,1,1,0,0,0,0,1,0,0
3278,2015,104,Y,PL 215.55,other,47,M,W,Y,Y,1302015,740,1,1,1,1,0,0,0,0,0,1,0
1113,2015,40,Y,PL 220.03,contraband,22,M,Q,N,N,6272015,1559,1,0,0,1,0,0,0,0,1,0,0
1130,2015,40,Y,PL 220.03,contraband,51,M,B,Y,Y,7072015,150,1,1,1,1,0,0,1,0,0,0,0
1444,2015,41,Y,PL 220.03,contraband,57,M,B,Y,N,4212015,1625,1,1,0,1,0,0,1,0,0,0,0
3287,2015,104,Y,PL 220.03,contraband,24,F,W,N,N,7082015,1203,1,0,0,0,1,0,0,0,0,1,0
3294,2015,104,Y,PL 220.03,contraband,26,M,W,Y,N,8212015,1140,1,1,0,1,0,0,0,0,0,1,0
3515,2015,106,Y,PL 220.03,contraband,21,M,W,Y,Y,9292015,1830,1,1,1,1,0,0,0,0,0,1,0
3519,2015,106,Y,PL 220.03,contraband,61,M,P,Y,Y,10142015,2025,1,1,1,1,0,0,0,0,1,0,0
3535,2015,106,Y,PL 220.03,contraband,28,M,W,Y,Y,12182015,2225,1,1,1,1,0,0,0,0,0,1,0
3520,2015,106,Y,PL 220.03/PL 215.,contraband,21,M,B,Y,Y,10162015,2330,1,1,1,1,0,0,1,0,0,0,0
3388,2015,105,Y,PL 220.06,contraband,34,F,B,Y,N,9202015,130,1,1,0,0,1,0,1,0,0,0,0
3389,2015,105,Y,PL 220.06,contraband,23,M,B,Y,N,9202015,130,1,1,0,1,0,0,1,0,0,0,0
2458,2015,62,Y,PL 220.06(01),contraband,24,M,W,N,N,3282015,40,1,0,0,1,0,0,0,0,0,1,0
791,2015,32,Y,PL 220.09,contraband,24,M,P,Y,Y,1222015,35,1,1,1,1,0,0,0,0,1,0,0
792,2015,32,Y,PL 220.09,contraband,39,M,Q,Y,Y,1222015,35,1,1,1,1,0,0,0,0,1,0,0
1074,2015,40,Y,PL 220.16,contraband,42,M,Q,Y,Y,5272015,1300,1,1,1,1,0,0,0,0,1,0,0
3362,2015,105,Y,PL 220.16,contraband,29,M,W,Y,Y,6162015,1044,1,1,1,1,0,0,0,0,0,1,0
3363,2015,105,Y,PL 220.16,contraband,30,M,W,Y,Y,6162015,1044,1,1,1,1,0,0,0,0,0,1,0
3478,2015,106,Y,PL 220.16,contraband,21,M,W,Y,Y,6112015,2005,1,1,1,1,0,0,0,0,0,1,0
3513,2015,106,Y,PL 220.16,contraband,25,M,A,Y,Y,9222015,1145,1,1,1,1,0,1,0,0,0,0,0
3514,2015,106,Y,PL 220.16,contraband,24,M,Q,Y,N,9222015,1145,1,1,0,1,0,0,0,0,1,0,0
3516,2015,106,Y,PL 220.16,contraband,30,M,Q,Y,Y,10012015,1630,1,1,1,1,0,0,0,0,1,0,0
3517,2015,106,Y,PL 220.16,contraband,33,M,Z,Y,Y,10012015,1630,1,1,1,1,0,0,0,0,0,0,1
3536,2015,106,Y,PL 220.16,contraband,24,M,W,Y,Y,12182015,2225,1,1,1,1,0,0,0,0,0,1,0
3226,2015,102,Y,PL 221 25,contraband,20,M,A,Y,Y,2172015,1000,1,1,1,1,0,1,0,0,0,0,0
3215,2015,102,Y,PL 221.05/ 509,contraband,18,M,A,Y,Y,1162015,1505,1,1,1,1,0,1,0,0,0,0,0
3214,2015,102,Y,PL 221.10,contraband,19,M,B,Y,Y,1152015,1410,1,1,1,1,0,0,1,0,0,0,0
3500,2015,106,Y,PL 221.50,contraband,32,M,Q,Y,Y,8202015,2214,1,1,1,1,0,0,0,0,1,0,0
3207,2015,102,Y,PL 240.20,other,52,M,W,Y,Y,1122015,1235,1,1,1,1,0,0,0,0,0,1,0
3209,2015,102,Y,PL 240.20,other,46,M,Q,Y,Y,1132015,1225,1,1,1,1,0,0,0,0,1,0,0
3213,2015,102,Y,PL 240.20,other,18,M,B,Y,Y,1142015,1555,1,1,1,1,0,0,1,0,0,0,0
182,2015,13,Y,PL 265.01,contraband,23,M,W,Y,N,1232015,1835,1,1,0,1,0,0,0,0,0,1,0
250,2015,13,Y,PL 265.01,contraband,38,M,W,Y,Y,8182015,1318,1,1,1,1,0,0,0,0,0,1,0
263,2015,13,Y,PL 265.01,contraband,18,M,Q,N,Y,10242015,1933,1,0,1,1,0,0,0,0,1,0,0
305,2015,14,Y,PL 265.01,contraband,37,M,W,Y,Y,3272015,1440,1,1,1,1,0,0,0,0,0,1,0
335,2015,14,Y,PL 265.01,contraband,32,M,A,Y,Y,10232015,1054,1,1,1,1,0,1,0,0,0,0,0
350,2015,17,Y,PL 265.01,contraband,51,M,W,Y,Y,5232015,1545,1,1,1,1,0,0,0,0,0,1,0
359,2015,17,Y,PL 265.01,contraband,31,M,W,Y,Y,11012015,1320,1,1,1,1,0,0,0,0,0,1,0
2470,2015,62,Y,PL 265.01,contraband,25,M,Q,Y,Y,7312015,1600,1,1,1,1,0,0,0,0,1,0,0
3234,2015,102,Y,PL 265.01,contraband,17,M,A,Y,Y,4162015,1540,1,1,1,1,0,1,0,0,0,0,0
3249,2015,102,Y,PL 265.01,contraband,26,M,Q,Y,Y,7022015,1943,1,1,1,1,0,0,0,0,1,0,0
3299,2015,104,Y,PL 265.01,contraband,57,M,Q,Y,Y,10012015,1711,1,1,1,1,0,0,0,0,1,0,0
3525,2015,106,Y,PL 265.01,contraband,22,M,Q,Y,Y,11222015,404,1,1,1,1,0,0,0,0,1,0,0
3592,2015,109,Y,PL 265.01,contraband,23,M,Q,Y,Y,2192015,1345,1,1,1,1,0,0,0,0,1,0,0
259,2015,13,Y,PL 265.01 (01),contraband,29,M,W,Y,Y,10062015,1420,1,1,1,1,0,0,0,0,0,1,0
3554,2015,107,Y,PL 265.01 (1),contraband,14,M,Q,Y,Y,5192015,1450,1,1,1,1,0,0,0,0,1,0,0
2335,2015,60,Y,PL 265.01 01,contraband,15,M,B,Y,Y,3152015,1806,1,1,1,1,0,0,1,0,0,0,0
3828,2015,115,Y,PL 265.01.02,contraband,38,M,Q,Y,Y,9032015,118,1,1,1,1,0,0,0,0,1,0,0
