,year,pct,arstmade,arstoffn,offense,age,sex,race,frisked,searched,datestop,timestop,Arrest,Frisk,Search,Male,Female,Asian,Black,Native,Hispanic,White,OthrRace
2424,2015,60,Y,CRIM TRES,other,50,F,B,N,N,12172015,1355,1,0,0,0,1,0,1,0,0,0,0
2656,2015,69,Y,CRIM TRES,other,48,M,B,N,N,4082015,311,1,0,0,1,0,0,1,0,0,0,0
2686,2015,70,Y,CRIM TRES,other,27,M,B,Y,N,7202015,2355,1,1,0,1,0,0,1,0,0,0,0
2687,2015,70,Y,CRIM TRES,other,25,M,B,Y,Y,7202015,2355,1,1,1,1,0,0,1,0,0,0,0
2751,2015,73,Y,CRIM TRES,other,43,M,B,N,Y,2052015,1935,1,0,1,1,0,0,1,0,0,0,0
2755,2015,73,Y,CRIM TRES,other,18,M,B,Y,Y,2172015,1805,1,1,1,1,0,0,1,0,0,0,0
2756,2015,73,Y,CRIM TRES,other,20,M,B,Y,Y,2172015,1805,1,1,1,1,0,0,1,0,0,0,0
2805,2015,75,Y,CRIM TRES,other,21,F,Q,Y,Y,1312015,2017,1,1,1,0,1,0,0,0,1,0,0
2807,2015,75,Y,CRIM TRES,other,19,M,B,N,Y,2082015,2310,1,0,1,1,0,0,1,0,0,0,0
2811,2015,75,Y,CRIM TRES,other,22,M,B,N,Y,2272015,1945,1,0,1,1,0,0,1,0,0,0,0
2826,2015,75,Y,CRIM TRES,other,22,M,P,N,Y,5022015,2230,1,0,1,1,0,0,0,0,1,0,0
2844,2015,75,Y,CRIM TRES,other,30,M,B,Y,N,6232015,2130,1,1,0,1,0,0,1,0,0,0,0
2979,2015,79,Y,CRIM TRES,other,15,M,B,Y,N,12162015,1552,1,1,0,1,0,0,1,0,0,0,0
3014,2015,83,Y,CRIM TRES,other,41,M,P,Y,N,2052015,1900,1,1,0,1,0,0,0,0,1,0,0
3038,2015,83,Y,CRIM TRES,other,30,M,Q,Y,Y,5132015,700,1,1,1,1,0,0,0,0,1,0,0
3048,2015,83,Y,CRIM TRES,other,59,M,B,Y,N,10192015,600,1,1,0,1,0,0,1,0,0,0,0
3098,2015,88,Y,CRIM TRES,other,52,M,W,N,N,4192015,1330,1,0,0,1,0,0,0,0,0,1,0
3112,2015,90,Y,CRIM TRES,other,31,M,W,N,N,2192015,1924,1,0,0,1,0,0,0,0,0,1,0
3123,2015,90,Y,CRIM TRES,other,38,F,Q,Y,Y,7152015,1310,1,1,1,0,1,0,0,0,1,0,0
3124,2015,90,Y,CRIM TRES,other,43,M,Q,Y,Y,7152015,1310,1,1,1,1,0,0,0,0,1,0,0
3381,2015,105,Y,CRIM TRES,other,21,M,B,Y,N,9092015,2355,1,1,0,1,0,0,1,0,0,0,0
3695,2015,110,Y,CRIM TRES,other,21,M,Q,Y,N,12242015,2110,1,1,0,1,0,0,0,0,1,0,0
3696,2015,110,Y,CRIM TRES,other,19,M,Q,Y,N,12242015,2110,1,1,0,1,0,0,0,0,1,0,0
3726,2015,112,Y,CRIM TRES,other,27,M,B,Y,Y,5022015,135,1,1,1,1,0,0,1,0,0,0,0
3792,2015,114,Y,CRIM TRES,other,19,M,Q,Y,Y,10012015,2145,1,1,1,1,0,0,0,0,1,0,0
3803,2015,114,Y,CRIM TRES,other,39,M,W,N,N,11052015,1610,1,0,0,1,0,0,0,0,0,1,0
2339,2015,60,Y,CRIM TRES   140.10,other,32,M,B,N,Y,4092015,420,1,0,1,1,0,0,1,0,0,0,0
1862,2015,44,Y,CRIM TRES 2,other,25,M,B,Y,N,2102015,1715,1,1,0,1,0,0,1,0,0,0,0
1863,2015,44,Y,CRIM TRES 2,other,21,M,Q,Y,N,2112015,1740,1,1,0,1,0,0,0,0,1,0,0
2980,2015,79,Y,CRIM TRES/CPM,other,23,M,B,Y,N,12162015,1552,1,1,0,1,0,0,1,0,0,0,0
1080,2015,40,Y,CRIM TRESP,other,51,M,P,Y,N,6052015,1910,1,1,0,1,0,0,0,0,1,0,0
1082,2015,40,Y,CRIM TRESP,other,36,F,Q,Y,N,6062015,0,1,1,0,0,1,0,0,0,1,0,0
1084,2015,40,Y,CRIM TRESP,other,18,F,P,Y,Y,6062015,2040,1,1,1,0,1,0,0,0,1,0,0
1529,2015,42,Y,CRIM TRESP,other,19,M,Q,N,N,5212015,2120,1,0,0,1,0,0,0,0,1,0,0
1530,2015,42,Y,CRIM TRESP,other,20,M,B,N,N,5212015,2123,1,0,0,1,0,0,1,0,0,0,0
1755,2015,43,Y,CRIM TRESP,other,22,F,Q,N,N,4132015,130,1,0,0,0,1,0,0,0,1,0,0
1756,2015,43,Y,CRIM TRESP,other,23,M,Q,N,N,4132015,130,1,0,0,1,0,0,0,0,1,0,0
1764,2015,43,Y,CRIM TRESP,other,22,F,B,Y,Y,5042015,2110,1,1,1,0,1,0,1,0,0,0,0
1776,2015,43,Y,CRIM TRESP,other,38,F,U,Y,Y,5292015,1500,1,1,1,0,1,0,0,0,0,0,0
1797,2015,43,Y,CRIM TRESP,other,25,M,U,Y,Y,6302015,2048,1,1,1,1,0,0,0,0,0,0,0
1986,2015,47,Y,CRIM TRESP,other,25,M,B,N,N,4052015,40,1,0,0,1,0,0,1,0,0,0,0
1988,2015,47,Y,CRIM TRESP,other,23,M,B,N,Y,4052015,2343,1,0,1,1,0,0,1,0,0,0,0
1996,2015,47,Y,CRIM TRESP,other,45,M,B,N,N,4122015,2020,1,0,0,1,0,0,1,0,0,0,0
1997,2015,47,Y,CRIM TRESP,other,48,M,Q,N,N,4122015,2140,1,0,0,1,0,0,0,0,1,0,0
2011,2015,47,Y,CRIM TRESP,other,47,M,B,N,N,4162015,1605,1,0,0,1,0,0,1,0,0,0,0
2021,2015,47,Y,CRIM TRESP,other,30,M,B,N,N,4222015,2035,1,0,0,1,0,0,1,0,0,0,0
2032,2015,47,Y,CRIM TRESP,other,17,M,Q,N,Y,4282015,1745,1,0,1,1,0,0,0,0,1,0,0
2033,2015,47,Y,CRIM TRESP,other,18,M,Q,N,Y,4282015,1745,1,0,1,1,0,0,0,0,1,0,0
2034,2015,47,Y,CRIM TRESP,other,27,M,Q,N,N,4282015,2220,1,0,0,1,0,0,0,0,1,0,0
2035,2015,47,Y,CRIM TRESP,other,55,M,B,N,N,4282015,2231,1,0,0,1,0,0,1,0,0,0,0
2042,2015,47,Y,CRIM TRESP,other,30,M,Q,N,N,5042015,1905,1,0,0,1,0,0,0,0,1,0,0
2044,2015,47,Y,CRIM TRESP,other,18,M,Q,Y,N,5042015,2130,1,1,0,1,0,0,0,0,1,0,0
2098,2015,47,Y,CRIM TRESP,other,57,M,P,Y,Y,6262015,2235,1,1,1,1,0,0,0,0,1,0,0
2099,2015,47,Y,CRIM TRESP,other,49,M,B,N,N,6272015,10,1,0,0,1,0,0,1,0,0,0,0
2103,2015,47,Y,CRIM TRESP,other,21,M,Q,Y,Y,6272015,2150,1,1,1,1,0,0,0,0,1,0,0
2129,2015,47,Y,CRIM TRESP,other,27,M,Q,Y,Y,7242015,2150,1,1,1,1,0,0,0,0,1,0,0
2546,2015,66,Y,CRIM TRESP,other,13,M,B,Y,N,7162015,2142,1,1,0,1,0,0,1,0,0,0,0
290,2015,14,Y,CRIM TRESPASS,other,37,M,B,N,N,1252015,1736,1,0,0,1,0,0,1,0,0,0,0
291,2015,14,Y,CRIM TRESPASS,other,29,M,B,N,N,1252015,1736,1,0,0,1,0,0,1,0,0,0,0
617,2015,25,Y,CRIM TRESPASS,other,41,M,B,Y,Y,1302015,2150,1,1,1,1,0,0,1,0,0,0,0
645,2015,25,Y,CRIM TRESPASS,other,29,M,B,Y,Y,4012015,1950,1,1,1,1,0,0,1,0,0,0,0
851,2015,32,Y,CRIM TRESPASS,other,31,M,B,N,Y,8262015,110,1,0,1,1,0,0,1,0,0,0,0
1112,2015,40,Y,CRIM TRESPASS,other,37,Z,P,Y,Y,6262015,1445,1,1,1,0,0,0,0,0,1,0,0
1153,2015,40,Y,CRIM TRESPASS,other,49,M,P,Y,Y,7212015,1225,1,1,1,1,0,0,0,0,1,0,0
1247,2015,40,Y,CRIM TRESPASS,other,26,M,Q,Y,Y,9022015,105,1,1,1,1,0,0,0,0,1,0,0
1383,2015,40,Y,CRIM TRESPASS,other,21,F,B,N,N,11272015,2020,1,0,0,0,1,0,1,0,0,0,0
1384,2015,40,Y,CRIM TRESPASS,other,14,M,B,N,N,11272015,2020,1,0,0,1,0,0,1,0,0,0,0
1385,2015,40,Y,CRIM TRESPASS,other,18,M,Q,N,N,11272015,2020,1,0,0,1,0,0,0,0,1,0,0
1446,2015,41,Y,CRIM TRESPASS,other,26,M,Q,Y,N,5052015,35,1,1,0,1,0,0,0,0,1,0,0
2016,2015,47,Y,CRIM TRESPASS,other,24,M,B,Y,N,4192015,2350,1,1,0,1,0,0,1,0,0,0,0
2289,2015,49,Y,CRIM TRESPASS,other,34,M,B,Y,N,12122015,2202,1,1,0,1,0,0,1,0,0,0,0
2347,2015,60,Y,CRIM TRESPASS,other,45,M,B,Y,N,5012015,2205,1,1,0,1,0,0,1,0,0,0,0
2353,2015,60,Y,CRIM TRESPASS,other,25,M,B,N,N,6092015,1025,1,0,0,1,0,0,1,0,0,0,0
2647,2015,69,Y,CRIM TRESPASS,other,44,M,Q,N,N,3132015,2210,1,0,0,1,0,0,0,0,1,0,0
2648,2015,69,Y,CRIM TRESPASS,other,43,M,Q,N,N,4012015,2130,1,0,0,1,0,0,0,0,1,0,0
2657,2015,69,Y,CRIM TRESPASS,other,48,M,B,N,N,4232015,200,1,0,0,1,0,0,1,0,0,0,0
2833,2015,75,Y,CRIM TRESPASS,other,49,M,Q,Y,Y,5112015,2020,1,1,1,1,0,0,0,0,1,0,0
2997,2015,83,Y,CRIM TRESPASS,other,19,M,Q,Y,N,1142015,1045,1,1,0,1,0,0,0,0,1,0,0
2998,2015,83,Y,CRIM TRESPASS,other,18,M,Q,Y,N,1142015,1045,1,1,0,1,0,0,0,0,1,0,0
2999,2015,83,Y,CRIM TRESPASS,other,20,M,Q,Y,N,1142015,1045,1,1,0,1,0,0,0,0,1,0,0
3011,2015,83,Y,CRIM TRESPASS,other,23,F,Q,Y,N,1292015,755,1,1,0,0,1,0,0,0,1,0,0
3012,2015,83,Y,CRIM TRESPASS,other,21,M,Q,Y,N,1292015,755,1,1,0,1,0,0,0,0,1,0,0
3015,2015,83,Y,CRIM TRESPASS,other,16,M,P,Y,Y,2052015,2350,1,1,1,1,0,0,0,0,1,0,0
3020,2015,83,Y,CRIM TRESPASS,other,21,M,Q,Y,Y,2112015,2350,1,1,1,1,0,0,0,0,1,0,0
3026,2015,83,Y,CRIM TRESPASS,other,39,M,B,N,N,2262015,635,1,0,0,1,0,0,1,0,0,0,0
3030,2015,83,Y,CRIM TRESPASS,other,17,F,P,Y,N,3132015,1915,1,1,0,0,1,0,0,0,1,0,0
3051,2015,83,Y,CRIM TRESPASS,other,24,M,U,N,N,11052015,715,1,0,0,1,0,0,0,0,0,0,0
3136,2015,90,Y,CRIM TRESPASS,other,39,M,Q,N,N,12162015,2000,1,0,0,1,0,0,0,0,1,0,0
295,2015,14,Y,CRIM TRESS,other,24,M,B,Y,N,2032015,1715,1,1,0,1,0,0,1,0,0,0,0
296,2015,14,Y,CRIM TRESS,other,20,M,B,Y,N,2032015,1715,1,1,0,1,0,0,1,0,0,0,0
297,2015,14,Y,CRIM TRESS,other,42,M,B,Y,N,2032015,1715,1,1,0,1,0,0,1,0,0,0,0
1617,2015,42,Y,CRIM TRESS,other,47,M,B,N,N,11102015,2025,1,0,0,1,0,0,1,0,0,0,0
2695,2015,71,Y,CRIM TRESS,other,48,M,B,Y,N,1252015,1900,1,1,0,1,0,0,1,0,0,0,0
3968,2015,123,Y,CRIM TRESS,other,53,M,W,Y,Y,12282015,1727,1,1,1,1,0,0,0,0,0,1,0
2405,2015,60,Y,CRIM TRESS.,other,44,M,B,N,N,11182015,1240,1,0,0,1,0,0,1,0,0,0,0
1565,2015,42,Y,CRIM TRESS/ CPCS7,other,57,M,B,Y,Y,9182015,2310,1,1,1,1,0,0,1,0,0,0,0
3006,2015,83,Y,CRIM TRESSPASS,other,16,M,Q,Y,Y,1272015,2000,1,1,1,1,0,0,0,0,1,0,0
773,2015,30,Y,CRIM. MIS.,other,52,M,P,Y,Y,5222015,130,1,1,1,1,0,0,0,0,1,0,0
540,2015,23,Y,CRIM. TRES,other,17,M,B,N,N,6232015,2315,1,0,0,1,0,0,1,0,0,0,0
732,2015,26,Y,CRIM. TRES,other,33,M,Q,Y,Y,3202015,1945,1,1,1,1,0,0,0,0,1,0,0
735,2015,26,Y,CRIM. TRES,other,40,M,B,Y,N,3212015,2035,1,1,0,1,0,0,1,0,0,0,0
927,2015,40,Y,CRIM. TRES,other,26,M,Q,Y,N,2182015,1930,1,1,0,1,0,0,0,0,1,0,0
1864,2015,44,Y,CRIM. TRES,other,17,M,Q,Y,N,2112015,1740,1,1,0,1,0,0,0,0,1,0,0
3097,2015,88,Y,CRIM. TRES,other,49,M,A,N,N,4132015,2015,1,0,0,1,0,1,0,0,0,0,0
1861,2015,44,Y,CRIM. TRES 2,other,24,M,B,Y,N,2102015,1715,1,1,0,1,0,0,1,0,0,0,0
2406,2015,60,Y,CRIM. TRES.,other,20,M,B,N,N,11182015,1545,1,0,0,1,0,0,1,0,0,0,0
2435,2015,61,Y,CRIM. TRES.,other,33,M,B,N,N,5112015,2016,1,0,0,1,0,0,1,0,0,0,0
2875,2015,76,Y,CRIM. TRES.,other,21,M,B,Y,Y,4162015,2050,1,1,1,1,0,0,1,0,0,0,0
3066,2015,84,Y,CRIM. TRES.,other,21,M,B,Y,Y,5042015,2050,1,1,1,1,0,0,1,0,0,0,0
3103,2015,88,Y,CRIM. TRES.,other,44,M,W,Y,Y,7032015,2230,1,1,1,1,0,0,0,0,0,1,0
261,2015,13,Y,CRIM. TRESPASS,other,52,M,B,Y,Y,10122015,1309,1,1,1,1,0,0,1,0,0,0,0
2646,2015,69,Y,CRIM. TRESPASS,other,24,M,B,Y,N,2132015,2327,1,1,0,1,0,0,1,0,0,0,0
3065,2015,84,Y,CRIM. TRESPASS,other,20,F,B,Y,Y,5042015,2050,1,1,1,0,1,0,1,0,0,0,0
43,2015,7,Y,CRIM. TRESS,other,40,M,Q,Y,Y,2262015,1035,1,1,1,1,0,0,0,0,1,0,0
2395,2015,60,Y,CRIM. TRESSPASS,other,65,F,Q,N,N,11122015,1730,1,0,0,0,1,0,0,0,1,0,0
2396,2015,60,Y,CRIM. TRESSPASS,other,48,M,B,N,N,11122015,1730,1,0,0,1,0,0,1,0,0,0,0
853,2015,32,Y,CRIME TREPASS,other,44,M,B,N,Y,11022015,1845,1,0,1,1,0,0,1,0,0,0,0
576,2015,24,Y,CRIME TRES,other,48,Z,Z,N,Y,3292015,2110,1,0,1,0,0,0,0,0,0,0,1
746,2015,26,Y,CRIME TRESPASS,other,22,Z,Z,Y,Y,12122015,1730,1,1,1,0,0,0,0,0,0,0,1
852,2015,32,Y,CRIME TRESPASS,other,37,M,Q,N,Y,9182015,955,1,0,1,1,0,0,0,0,1,0,0
856,2015,32,Y,CRIME TRESPASS,other,23,F,Z,N,N,11132015,1155,1,0,0,0,1,0,0,0,0,0,1
728,2015,26,Y,CRIMINAL  MISCHIEF,other,20,F,B,N,N,2162015,2110,1,0,0,0,1,0,1,0,0,0,0
2937,2015,79,Y,CRIMINAL  TRESP,other,19,M,B,Y,N,2232015,838,1,1,0,1,0,0,1,0,0,0,0
1255,2015,40,Y,CRIMINAL  TRESPAS,other,35,F,Q,N,N,9062015,2217,1,0,0,0,1,0,0,0,1,0,0
1584,2015,42,Y,CRIMINAL ACTIVITY,other,17,M,B,N,N,10032015,2315,1,0,0,1,0,0,1,0,0,0,0
125,2015,9,Y,CRIMINAL CONTEMPT,other,29,F,B,N,N,4172015,2155,1,0,0,0,1,0,1,0,0,0,0
1915,2015,45,Y,CRIMINAL CONTEMPT,other,50,M,Q,Y,Y,4172015,1657,1,1,1,1,0,0,0,0,1,0,0
2056,2015,47,Y,CRIMINAL CONTEMPT,other,27,M,B,Y,Y,5182015,1950,1,1,1,1,0,0,1,0,0,0,0
2482,2015,62,Y,CRIMINAL CONTEMPT,other,41,M,A,Y,Y,8162015,1058,1,1,1,1,0,1,0,0,0,0,0
3167,2015,100,Y,CRIMINAL CONTEMPT,other,20,F,B,Y,Y,12032015,1952,1,1,1,0,1,0,1,0,0,0,0
3967,2015,123,Y,CRIMINAL CONTEMPT,other,28,M,W,Y,Y,12172015,1300,1,1,1,1,0,0,0,0,0,1,0
3395,2015,105,Y,CRIMINAL COURT,other,28,M,B,Y,Y,10192015,1231,1,1,1,1,0,0,1,0,0,0,0
325,2015,14,Y,CRIMINAL IMPERSON,larceny,32,F,B,N,N,8112015,1837,1,0,0,0,1,0,1,0,0,0,0
3082,2015,84,Y,CRIMINAL IMPERSON,larceny,36,M,B,Y,N,12022015,1235,1,1,0,1,0,0,1,0,0,0,0
809,2015,32,Y,CRIMINAL IMPERSONATION,larceny,49,M,B,Y,Y,3052015,125,1,1,1,1,0,0,1,0,0,0,0
2723,2015,71,Y,CRIMINAL MIS,other,17,M,B,N,Y,12242015,2140,1,0,1,1,0,0,1,0,0,0,0
2725,2015,71,Y,CRIMINAL MIS,other,16,M,B,N,Y,12242015,2140,1,0,1,1,0,0,1,0,0,0,0
2726,2015,71,Y,CRIMINAL MIS,other,16,M,W,N,Y,12242015,2140,1,0,1,1,0,0,0,0,0,1,0
3271,2015,103,Y,CRIMINAL MIS,other,28,F,B,Y,Y,10152015,1132,1,1,1,0,1,0,1,0,0,0,0
3090,2015,88,Y,CRIMINAL MIS.,other,50,M,B,N,Y,3082015,1158,1,0,1,1,0,0,1,0,0,0,0
153,2015,9,Y,CRIMINAL MISCHEIF,other,38,F,B,N,N,9232015,2250,1,0,0,0,1,0,1,0,0,0,0
3733,2015,113,Y,CRIMINAL MISCHEIF,other,19,M,B,N,N,6162015,57,1,0,0,1,0,0,1,0,0,0,0
50,2015,7,Y,CRIMINAL MISCHIEF,other,17,M,Q,Y,Y,5242015,2150,1,1,1,1,0,0,0,0,1,0,0
140,2015,9,Y,CRIMINAL MISCHIEF,other,20,M,W,N,N,6142015,1830,1,0,0,1,0,0,0,0,0,1,0
444,2015,19,Y,CRIMINAL MISCHIEF,other,54,M,B,Y,N,7302015,1627,1,1,0,1,0,0,1,0,0,0,0
588,2015,24,Y,CRIMINAL MISCHIEF,other,41,M,B,Y,N,9172015,2350,1,1,0,1,0,0,1,0,0,0,0
678,2015,25,Y,CRIMINAL MISCHIEF,other,44,M,Q,Y,Y,8012015,1943,1,1,1,1,0,0,0,0,1,0,0
729,2015,26,Y,CRIMINAL MISCHIEF,other,20,F,B,N,N,2162015,2110,1,0,0,0,1,0,1,0,0,0,0
730,2015,26,Y,CRIMINAL MISCHIEF,other,23,F,W,N,N,2162015,2110,1,0,0,0,1,0,0,0,0,1,0
743,2015,26,Y,CRIMINAL MISCHIEF,other,45,M,Q,Y,Y,8292015,345,1,1,1,1,0,0,0,0,1,0,0
1030,2015,40,Y,CRIMINAL MISCHIEF,other,21,M,B,Y,N,4262015,30,1,1,0,1,0,0,1,0,0,0,0
1040,2015,40,Y,CRIMINAL MISCHIEF,other,38,M,Q,N,Y,5032015,115,1,0,1,1,0,0,0,0,1,0,0
1076,2015,40,Y,CRIMINAL MISCHIEF,other,17,M,B,Y,N,5282015,345,1,1,0,1,0,0,1,0,0,0,0
1275,2015,40,Y,CRIMINAL MISCHIEF,other,49,M,Q,Y,Y,9162015,220,1,1,1,1,0,0,0,0,1,0,0
1482,2015,41,Y,CRIMINAL MISCHIEF,other,49,M,Q,Y,N,9262015,54,1,1,0,1,0,0,0,0,1,0,0
2368,2015,60,Y,CRIMINAL MISCHIEF,other,35,M,Q,Y,Y,9202015,115,1,1,1,1,0,0,0,0,1,0,0
2586,2015,66,Y,CRIMINAL MISCHIEF,other,26,M,Q,Y,Y,11262015,230,1,1,1,1,0,0,0,0,1,0,0
2683,2015,70,Y,CRIMINAL MISCHIEF,other,24,M,B,Y,Y,6212015,803,1,1,1,1,0,0,1,0,0,0,0
2721,2015,71,Y,CRIMINAL MISCHIEF,other,36,M,B,N,N,11222015,1625,1,0,0,1,0,0,1,0,0,0,0
2768,2015,73,Y,CRIMINAL MISCHIEF,other,37,M,P,N,Y,4232015,1125,1,0,1,1,0,0,0,0,1,0,0
2916,2015,78,Y,CRIMINAL MISCHIEF,other,34,M,B,Y,Y,4192015,935,1,1,1,1,0,0,1,0,0,0,0
3265,2015,103,Y,CRIMINAL MISCHIEF,other,31,Z,B,Y,Y,7042015,2110,1,1,1,0,0,0,1,0,0,0,0
3502,2015,106,Y,CRIMINAL MISCHIEF,other,19,M,A,Y,Y,8282015,2255,1,1,1,1,0,1,0,0,0,0,0
3551,2015,107,Y,CRIMINAL MISCHIEF,other,36,M,W,Y,N,5042015,2225,1,1,0,1,0,0,0,0,0,1,0
3732,2015,113,Y,CRIMINAL MISCHIEF,other,19,M,B,N,N,6162015,57,1,0,0,1,0,0,1,0,0,0,0
3811,2015,114,Y,CRIMINAL OBSTRUC,assault,29,M,W,N,N,12062015,915,1,0,0,1,0,0,0,0,0,1,0
104,2015,9,Y,CRIMINAL POSS OF WEAPON,contraband,51,M,W,N,N,3142015,1223,1,0,0,1,0,0,0,0,0,1,0
2727,2015,72,Y,CRIMINAL POSS STOLEN PROPERTY,contraband,23,M,Q,Y,Y,1142015,2226,1,1,1,1,0,0,0,0,1,0,0
3734,2015,113,Y,CRIMINAL POSS. OF,contraband,26,M,B,Y,N,7152015,915,1,1,0,1,0,0,1,0,0,0,0
3871,2015,120,Y,CRIMINAL POSS. WE,contraband,16,M,Q,Y,Y,12102015,2215,1,1,1,1,0,0,0,0,1,0,0
1787,2015,43,Y,CRIMINAL POSSESION OF WEAPON,contraband,60,M,P,Y,Y,6162015,1930,1,1,1,1,0,0,0,0,1,0,0
3087,2015,84,Y,CRIMINAL POSSESSI,contraband,23,M,B,N,Y,12212015,1540,1,0,1,1,0,0,1,0,0,0,0
3740,2015,113,Y,CRIMINAL POSSESSI,contraband,20,M,B,Y,Y,11072015,2025,1,1,1,1,0,0,1,0,0,0,0
647,2015,25,Y,CRIMINAL POSSESSION OF A WEAPO,contraband,56,M,Q,N,Y,4032015,1052,1,0,1,1,0,0,0,0,1,0,0
2147,2015,47,Y,CRIMINAL SALE,contraband,23,M,B,Y,Y,10072015,2140,1,1,1,1,0,0,1,0,0,0,0
2852,2015,75,Y,CRIMINAL SALE OF,contraband,19,M,Q,N,Y,7102015,2235,1,0,1,1,0,0,0,0,1,0,0
1114,2015,40,Y,CRIMINAL SALE OF  MARIJUANA,contraband,20,M,Q,N,N,6282015,1905,1,0,0,1,0,0,0,0,1,0,0
1067,2015,40,Y,CRIMINAL TESPASS,other,24,M,P,Y,N,5232015,1940,1,1,0,1,0,0,0,0,1,0,0
49,2015,7,Y,CRIMINAL TESPASSS,other,20,M,P,Y,Y,5212015,2320,1,1,1,1,0,0,0,0,1,0,0
12,2015,5,Y,CRIMINAL TREAPASS,other,35,M,B,Y,Y,3242015,25,1,1,1,1,0,0,1,0,0,0,0
1012,2015,40,Y,CRIMINAL TREPASS,other,32,M,Q,N,Y,4112015,2100,1,0,1,1,0,0,0,0,1,0,0
1200,2015,40,Y,CRIMINAL TREPASS,other,35,M,P,Y,Y,8122015,1338,1,1,1,1,0,0,0,0,1,0,0
2229,2015,49,Y,CRIMINAL TRES,other,27,M,P,Y,Y,9042015,2023,1,1,1,1,0,0,0,0,1,0,0
1022,2015,40,Y,CRIMINAL TRESPAS,other,39,M,P,Y,Y,4152015,2300,1,1,1,1,0,0,0,0,1,0,0
129,2015,9,Y,CRIMINAL TRESPASAS,other,19,M,Q,Y,N,5062015,1635,1,1,0,1,0,0,0,0,1,0,0
13,2015,5,Y,CRIMINAL TRESPASS,other,29,M,P,Y,Y,3242015,26,1,1,1,1,0,0,0,0,1,0,0
39,2015,7,Y,CRIMINAL TRESPASS,other,37,M,Q,Y,Y,2052015,2220,1,1,1,1,0,0,0,0,1,0,0
44,2015,7,Y,CRIMINAL TRESPASS,other,17,F,Q,N,N,3092015,1550,1,0,0,0,1,0,0,0,1,0,0
48,2015,7,Y,CRIMINAL TRESPASS,other,17,M,P,Y,Y,5212015,2320,1,1,1,1,0,0,0,0,1,0,0
89,2015,9,Y,CRIMINAL TRESPASS,other,22,F,Q,Y,Y,2202015,2145,1,1,1,0,1,0,0,0,1,0,0
90,2015,9,Y,CRIMINAL TRESPASS,other,34,M,Q,Y,Y,2202015,2310,1,1,1,1,0,0,0,0,1,0,0
97,2015,9,Y,CRIMINAL TRESPASS,other,56,M,B,Y,Y,2252015,2130,1,1,1,1,0,0,1,0,0,0,0
98,2015,9,Y,CRIMINAL TRESPASS,other,21,M,Q,Y,Y,3042015,130,1,1,1,1,0,0,0,0,1,0,0
110,2015,9,Y,CRIMINAL TRESPASS,other,20,M,Q,Y,Y,3192015,45,1,1,1,1,0,0,0,0,1,0,0
111,2015,9,Y,CRIMINAL TRESPASS,other,44,M,B,Y,Y,3202015,45,1,1,1,1,0,0,1,0,0,0,0
116,2015,9,Y,CRIMINAL TRESPASS,other,46,M,P,Y,Y,3292015,1950,1,1,1,1,0,0,0,0,1,0,0
126,2015,9,Y,CRIMINAL TRESPASS,other,36,M,Q,Y,N,4252015,2125,1,1,0,1,0,0,0,0,1,0,0
130,2015,9,Y,CRIMINAL TRESPASS,other,21,M,Q,Y,N,5062015,1635,1,1,0,1,0,0,0,0,1,0,0
134,2015,9,Y,CRIMINAL TRESPASS,other,18,M,Q,Y,Y,5282015,200,1,1,1,1,0,0,0,0,1,0,0
135,2015,9,Y,CRIMINAL TRESPASS,other,18,M,Q,Y,Y,5282015,200,1,1,1,1,0,0,0,0,1,0,0
142,2015,9,Y,CRIMINAL TRESPASS,other,55,M,B,Y,Y,7072015,258,1,1,1,1,0,0,1,0,0,0,0
265,2015,13,Y,CRIMINAL TRESPASS,other,32,F,B,Y,Y,10302015,1845,1,1,1,0,1,0,1,0,0,0,0
520,2015,23,Y,CRIMINAL TRESPASS,other,25,M,B,Y,N,2042015,2255,1,1,0,1,0,0,1,0,0,0,0
524,2015,23,Y,CRIMINAL TRESPASS,other,19,M,B,Y,Y,2212015,2030,1,1,1,1,0,0,1,0,0,0,0
530,2015,23,Y,CRIMINAL TRESPASS,other,22,M,B,Y,N,4172015,907,1,1,0,1,0,0,1,0,0,0,0
551,2015,23,Y,CRIMINAL TRESPASS,other,24,M,B,N,Y,10202015,1930,1,0,1,1,0,0,1,0,0,0,0
554,2015,23,Y,CRIMINAL TRESPASS,other,22,M,W,Y,Y,12172015,1955,1,1,1,1,0,0,0,0,0,1,0
569,2015,24,Y,CRIMINAL TRESPASS,other,50,M,B,N,N,3032015,1222,1,0,0,1,0,0,1,0,0,0,0
591,2015,24,Y,CRIMINAL TRESPASS,other,50,M,Q,N,Y,11122015,1318,1,0,1,1,0,0,0,0,1,0,0
602,2015,25,Y,CRIMINAL TRESPASS,other,41,M,B,Y,Y,1112015,1930,1,1,1,1,0,0,1,0,0,0,0
618,2015,25,Y,CRIMINAL TRESPASS,other,23,M,B,Y,Y,1312015,2030,1,1,1,1,0,0,1,0,0,0,0
631,2015,25,Y,CRIMINAL TRESPASS,other,46,M,Q,Y,Y,3052015,2035,1,1,1,1,0,0,0,0,1,0,0
632,2015,25,Y,CRIMINAL TRESPASS,other,46,M,B,Y,Y,3052015,2042,1,1,1,1,0,0,1,0,0,0,0
636,2015,25,Y,CRIMINAL TRESPASS,other,16,M,B,Y,Y,3172015,2004,1,1,1,1,0,0,1,0,0,0,0
